species,id,status
stereospermum_kunthianum,146213596,Least Concern
streblus_usambarensis,,
strephonema_mannii,204804203,Least Concern
strephonema_pseudocola,136114690,Least Concern
strephonema_sericeum,204809823,Least Concern
strombosia_glaucescens,,
strombosia_grandifolia,,
strombosia_nigropunctata,,
strombosia_pustulata,61918341,Least Concern
strombosia_pustulata,174409152,Near Threatened
strombosia_scheffleri,153940168,Least Concern
strombosia_zenkeri,,
strombosiopsis_sereinii,174409427,Least Concern
strombosiopsis_tetrandra,156107276,Least Concern
strychnos_angolensis,,
strychnos_cocculoides,146206119,Least Concern
strychnos_innocua,146206246,Least Concern
strychnos_spinosa,,
strychnos_staudtii,45888,Vulnerable
strychnos_ternata,174397978,Least Concern
strychnos_usambarensis,,
strychnos_variabilis,204806310,Least Concern
symphonia_globulifera,30595,Data Deficient
symphonia_globulifera,63072,Least Concern
synsepalum_afzelii,136103497,Least Concern
synsepalum_brevipes,120223710,Least Concern
synsepalum_cerasiferum,153927711,Least Concern
synsepalum_dulcificum,87719610,Least Concern
synsepalum_fleuryanum,174452041,Near Threatened
synsepalum_msolo,156098454,Least Concern
synsepalum_passargei,120223732,Least Concern
synsepalum_revolutum,,
synsepalum_seretii,,
synsepalum_stipulatum,147285055,Least Concern
synsepalum_subcordatum,,
syzygium_congolense,,
syzygium_giorgii,137584373,Least Concern
syzygium_guineense,111329734,Least Concern
syzygium_owariense,153943234,Least Concern
syzygium_rowlandii,,
syzygium_staudtii,,
tabernaemontana_africana,136107951,Least Concern
tabernaemontana_brachyantha,204819201,Least Concern
tabernaemontana_contorta,,
tabernaemontana_crassa,136110032,Least Concern
tabernaemontana_letestui,170123847,Least Concern
tabernaemontana_pachysiphon,146206475,Least Concern
tabernaemontana_penduliflora,,
tabernaemontana_ventricosa,146457429,Least Concern
tabernanthe_iboga,120678584,Least Concern
talbotiella_gentii,32201,Critically Endangered
tamarindus_indica,62020997,Least Concern
tapura_africana,170114353,Least Concern
tapura_bouquetiana,170114608,Least Concern
tapura_fischeri,149352162,Least Concern
tapura_ivorensis,32197,Vulnerable
tarenna_conferta,,
tarenna_funebris,,
tarenna_gracilis,154178316,Least Concern
tarenna_grandiflora,143712992,Least Concern
tarenna_jolinonii,,
tarenna_lasiorhachis,,
tarenna_nilotica,,
tarenna_pallidula,143723210,Least Concern
tarenna_pavettoides,154347431,Least Concern
tarenna_pavettoides,154347736,Vulnerable
tarenna_petitii,,
tarenna_precidantenna,,
tarenna_thomasii,154178369,Least Concern
tarenna_vignei,136107862,Least Concern
tephrosia_vogelii,146197294,Least Concern
terminalia_brownii,144286276,Least Concern
terminalia_glaucescens,144305777,Least Concern
terminalia_hylodendron,,
terminalia_ivorensis,33062,Vulnerable
terminalia_laxiflora,144285465,Least Concern
terminalia_macroptera,61990252,Least Concern
terminalia_mollis,146200567,Least Concern
terminalia_superba,,
tessmannia_africana,19891947,Least Concern
tessmannia_anomala,137557404,Least Concern
tessmannia_anomala,137557413,Endangered
tessmannia_anomala,137557340,Least Concern
tessmannia_dewildemaniana,174394568,Least Concern
tessmannia_lescrauwaetii,174394621,Least Concern
testulea_gabonensis,33215,Endangered
tetraberlinia_bifoliolata,62028209,Least Concern
tetraberlinia_longiracemosa,202894351,Least Concern
tetraberlinia_moreliana,202894363,Least Concern
tetraberlinia_polyphylla,202894367,Least Concern
tetracera_affinis,154178486,Least Concern
tetrapleura_tetraptera,62028252,Least Concern
tetrorchidium_didymostemon,136109865,Least Concern
tetrorchidium_oppositifolium,170064138,Least Concern
thecacoris_leptobotrya,,
thecacoris_lucida,,
thecacoris_trichogyne,143712372,Least Concern
thespesia_garckeana,135815815,Least Concern
thespesia_populnea,61788175,Least Concern
thomandersia_congolana,,
thomandersia_hensii,185402,Least Concern
tieghemella_africana,33189,Endangered
tieghemella_heckelii,33063,Endangered
treculia_obovoidea,143656609,Least Concern
tricalysia_amplexicaulis,,
tricalysia_anomala,35492,Vulnerable
tricalysia_anomala,35779,Vulnerable
tricalysia_atherura,46170,Vulnerable
tricalysia_biafrana,,
tricalysia_bifida,,
tricalysia_elliottii,174423990,Least Concern
tricalysia_hensii,,
tricalysia_lasiodelphys,,
tricalysia_longituba,138012703,Least Concern
tricalysia_longituba,138012708,Endangered
tricalysia_obstetrix,32088,Vulnerable
tricalysia_okelensis,156110167,Least Concern
tricalysia_oligoneura,,
tricalysia_pallens,62496564,Least Concern
tricalysia_pangolina,,
tricalysia_reticulata,,
tricalysia_soyauxii,,
trichilia_emetica,146224051,Least Concern
trichilia_martineaui,,
trichilia_rubescens,144288166,Least Concern
trichilia_welwitschii,204810011,Least Concern
trichoscypha_acuminata,143712891,Least Concern
trichoscypha_arborea,136109609,Least Concern
trichoscypha_baldwinii,154178925,Least Concern
trichoscypha_bijuga,39472,Least Concern
trichoscypha_cavalliensis,34824,Vulnerable
trichoscypha_laxiflora,,
trichoscypha_lucens,144287909,Least Concern
trichoscypha_mannii,217475523,Least Concern
trichoscypha_oddonii,143716256,Least Concern
trichoscypha_oliveri,204810631,Least Concern
trichoscypha_patens,204807379,Least Concern
trichoscypha_reygaertii,204818883,Least Concern
trichoscypha_rubicunda,204798335,Least Concern
trichoscypha_smythei,116120811,Least Concern
tridesmostemon_omphalocarpoides,147285222,Least Concern
trilepisium_madagascariense,,
triplochiton_scleroxylon,32174,Least Concern
uapaca_acuminata,143712796,Least Concern
uapaca_guineensis,185570,Least Concern
uapaca_heudelotii,61956641,Least Concern
uapaca_mole,143719623,Least Concern
uapaca_pynaertii,204807622,Least Concern
uapaca_staudtii,170064050,Least Concern
uapaca_togoensis,156110583,Least Concern
uapaca_vanhouttei,204810545,Least Concern
urobotrya_congolana,204807736,Least Concern
uvaria_afzelii,136109520,Least Concern
uvaria_angolensis,146198634,Least Concern
uvaria_doeringii,,
uvaria_ovata,,
uvariastrum_insculptum,133044834,Least Concern
uvariastrum_pierreanum,133044933,Least Concern
uvariastrum_zenkeri,34767,Least Concern
uvariodendron_angustifolium,,
uvariodendron_calophyllum,133045070,Least Concern
uvariodendron_connivens,34766,Near Threatened
uvariodendron_giganteum,45420,Vulnerable
uvariodendron_molundense,133045155,Least Concern
uvariodendron_molundense,172516119,Critically Endangered
uvariodendron_molundense,173359413,Least Concern
uvariopsis_bakeriana,133045364,Least Concern
uvariopsis_congolana,133045403,Least Concern
uvariopsis_dioica,,
uvariopsis_guineensis,85730032,Least Concern
uvariopsis_solheidii,133045483,Least Concern
uvariopsis_tripetala,34669,Least Concern
uvariopsis_vanderystii,45422,Vulnerable
vachellia_amythethophylla,153945158,Least Concern
vachellia_hockii,,
vachellia_seyal,136661595,Least Concern
vachellia_sieberiana,146456445,Least Concern
vangueria_madagascariensis,146447633,Least Concern
vangueriella_chlorantha,,
vangueriella_discolor,,
vangueriella_laxiflora,,
vangueriella_nigerica,147042045,Least Concern
vangueriella_nigricans,,
vangueriella_orthacantha,,
vangueriella_soyauxii,,
vangueriella_spinosa,154179169,Least Concern
vangueriella_vanguerioides,154179273,Least Concern
vangueriopsis_rubiginosa,,
vepris_glaberrima,30447,Near Threatened
vepris_grandifolia,,
vepris_hiernii,,
vepris_lecomteana,46174,Vulnerable
vepris_soyauxii,110084655,Least Concern
vepris_suaveolens,34809,Near Threatened
vepris_tabouensis,,
vepris_verdoorniana,,
vernonia_brazzavillensis,204798269,Least Concern
vernonia_hochstetteri,137407516,Least Concern
vernonia_hochstetteri,137406962,Least Concern
vismia_affinis,,
vismia_guineensis,136109383,Least Concern
vitex_chrysocarpa,153943395,Least Concern
vitex_congolensis,139819632,Least Concern
vitex_doniana,62019854,Least Concern
vitex_ferruginea,34883,Vulnerable
vitex_ferruginea,62563,Least Concern
vitex_grandifolia,136109258,Least Concern
vitex_lehmbachii,,
vitex_madiensis,146206777,Least Concern
vitex_micrantha,62019878,Least Concern
vitex_oxycuspis,139825350,Least Concern
vitex_phaeotricha,,
vitex_rivularis,143718610,Least Concern
vitex_thyrsiflora,143721169,Least Concern
voacanga_africana,,
voacanga_bracteata,147041527,Least Concern
voacanga_caudiflora,154179406,Least Concern
voacanga_psilocalyx,170064798,Least Concern
voacanga_thouarsii,165444858,Least Concern
warneckea_bebaiensis,204797403,Least Concern
warneckea_cauliflora,174400228,Near Threatened
warneckea_cinnamomoides,,
warneckea_fascicularis,,
warneckea_floribunda,204804427,Least Concern
warneckea_guineensis,,
warneckea_jasminoides,143712704,Least Concern
warneckea_memecyloides,34828,Vulnerable
warneckea_pulcherrima,200652,Least Concern
warneckea_sapinii,204819115,Least Concern
ximenia_americana,146188276,Least Concern
xylia_evansii,144285380,Least Concern
xylopia_acutiflora,137016079,Least Concern
xylopia_aethiopica,137017018,Least Concern
xylopia_africana,45423,Vulnerable
xylopia_cupularis,137022000,Least Concern
xylopia_elliotii,34829,Least Concern
xylopia_hypolampra,137022240,Least Concern
xylopia_longipetala,137022596,Least Concern
xylopia_mildbraedii,137024064,Vulnerable
xylopia_phloiodora,,
xylopia_pynaertii,137024434,Least Concern
xylopia_quintasii,136112065,Least Concern
xylopia_rubescens,137024574,Least Concern
xylopia_staudtii,137024733,Least Concern
xylopia_villosa,136109157,Least Concern
zanha_golungensis,146199789,Least Concern
zanthoxylum_gilletii,61958923,Least Concern
zanthoxylum_heitzii,61958959,Least Concern
zanthoxylum_lemairei,,
zanthoxylum_leprieurii,,
zanthoxylum_rubescens,138012984,Least Concern
zanthoxylum_rubescens,138012988,Critically Endangered
zanthoxylum_rubescens,160447900,Least Concern
zanthoxylum_viride,,
zanthoxylum_zanthoxyloides,156104577,Least Concern
zenkerella_citrina,144116054,Least Concern
zeyherella_mayumbensis,,
ziziphus_abyssinica,146200241,Least Concern
ziziphus_mauritiana,147482710,Least Concern
